chr9	45212770	45213770	13	16.2	88.0154	PAN027Pat_NPC
chr9	45213770	45214770	13	17.0	85.8462	PAN027Pat_NPC
chr9	45214770	45215770	14	16.1	77.2429	PAN027Pat_NPC
chr9	45215770	45216770	12	14.8	90.3000	PAN027Pat_NPC
chr9	45216770	45217770	13	12.0	84.7154	PAN027Pat_NPC
chr9	45217770	45218770	12	12.0	76.6000	PAN027Pat_NPC
chr9	45218770	45219770	11	13.8	89.0182	PAN027Pat_NPC
chr9	45219770	45220770	17	15.0	82.2412	PAN027Pat_NPC
chr9	45220770	45221770	14	15.0	92.4786	PAN027Pat_NPC
chr9	45221770	45222770	14	15.3	82.0571	PAN027Pat_NPC
chr9	45222770	45223770	12	16.7	81.2250	PAN027Pat_NPC
chr9	45223770	45224770	11	17.0	82.5455	PAN027Pat_NPC
chr9	45224770	45225770	14	16.9	81.6429	PAN027Pat_NPC
chr9	45225770	45226770	14	16.2	91.4571	PAN027Pat_NPC
chr9	45226770	45227770	13	17.5	89.2308	PAN027Pat_NPC
chr9	45227770	45228770	13	16.0	93.1692	PAN027Pat_NPC
chr9	45228770	45229770	13	15.7	84.3692	PAN027Pat_NPC
chr9	45229770	45230770	12	14.1	81.9250	PAN027Pat_NPC
chr9	45230770	45231770	19	13.5	88.8368	PAN027Pat_NPC
chr9	45231770	45232770	11	13.3	84.7909	PAN027Pat_NPC
chr9	45232770	45233770	13	13.8	87.8231	PAN027Pat_NPC
chr9	45233770	45234770	13	13.2	84.8000	PAN027Pat_NPC
chr9	45234770	45235770	13	15.6	87.8846	PAN027Pat_NPC
chr9	45235770	45236770	12	16.0	87.9417	PAN027Pat_NPC
chr9	45236770	45237770	10	14.2	90.6900	PAN027Pat_NPC
chr9	45237770	45238770	12	14.0	81.8917	PAN027Pat_NPC
chr9	45238770	45239770	12	13.4	91.4750	PAN027Pat_NPC
chr9	45239770	45240770	12	13.5	90.1500	PAN027Pat_NPC
chr9	45240770	45241770	14	15.8	92.0143	PAN027Pat_NPC
chr9	45241770	45242770	12	17.1	81.6833	PAN027Pat_NPC
chr9	45242770	45243770	10	17.5	92.6300	PAN027Pat_NPC
chr9	45243770	45244770	10	17.5	88.6700	PAN027Pat_NPC
chr9	45244770	45245770	13	16.2	92.7077	PAN027Pat_NPC
chr9	45245770	45246770	15	17.1	89.7133	PAN027Pat_NPC
chr9	45246770	45247770	11	18.5	86.1273	PAN027Pat_NPC
chr9	45247770	45248770	15	17.3	89.3867	PAN027Pat_NPC
chr9	45248770	45249770	12	17.0	94.0417	PAN027Pat_NPC
chr9	45249770	45250770	14	16.4	90.4500	PAN027Pat_NPC
chr9	45250770	45251770	13	15.1	85.2846	PAN027Pat_NPC
chr9	45251770	45252770	11	15.7	92.8000	PAN027Pat_NPC
chr9	45252770	45253770	12	16.0	91.4333	PAN027Pat_NPC
chr9	45253770	45254770	11	16.1	81.0545	PAN027Pat_NPC
chr9	45254770	45255770	18	17.7	86.4833	PAN027Pat_NPC
chr9	45255770	45256770	14	16.4	94.2143	PAN027Pat_NPC
chr9	45256770	45257770	11	16.7	91.2273	PAN027Pat_NPC
chr9	45257770	45258770	15	17.0	88.9667	PAN027Pat_NPC
chr9	45258770	45259770	10	19.6	87.8000	PAN027Pat_NPC
chr9	45259770	45260770	11	20.4	84.4364	PAN027Pat_NPC
chr9	45260770	45261770	15	20.7	83.3933	PAN027Pat_NPC
chr9	45261770	45262770	14	20.0	78.6000	PAN027Pat_NPC
chr9	45262770	45263770	14	20.2	79.6357	PAN027Pat_NPC
chr9	45263770	45264770	10	18.2	82.3400	PAN027Pat_NPC
chr9	45264770	45265770	13	18.8	88.2615	PAN027Pat_NPC
chr9	45265770	45266770	12	21.0	83.1333	PAN027Pat_NPC
chr9	45266770	45267770	13	21.0	87.3154	PAN027Pat_NPC
chr9	45267770	45268770	15	20.8	84.4600	PAN027Pat_NPC
chr9	45268770	45269770	13	21.0	83.4077	PAN027Pat_NPC
chr9	45269770	45270770	14	21.0	84.6929	PAN027Pat_NPC
chr9	45270770	45271770	13	22.8	85.2308	PAN027Pat_NPC
chr9	45271770	45272770	12	22.8	79.4500	PAN027Pat_NPC
chr9	45272770	45273770	11	22.0	76.4273	PAN027Pat_NPC
chr9	45273770	45274770	13	21.8	79.8000	PAN027Pat_NPC
chr9	45274770	45275770	13	22.0	84.7769	PAN027Pat_NPC
chr9	45275770	45276770	14	20.6	88.4429	PAN027Pat_NPC
chr9	45276770	45277770	13	18.9	86.5923	PAN027Pat_NPC
chr9	45277770	45278770	13	17.4	88.2615	PAN027Pat_NPC
chr9	45278770	45279770	14	15.4	88.0500	PAN027Pat_NPC
chr9	45279770	45280770	13	14.2	90.4769	PAN027Pat_NPC
chr9	45280770	45281770	12	13.6	89.5667	PAN027Pat_NPC
chr9	45281770	45282770	12	12.3	87.8000	PAN027Pat_NPC
chr9	45282770	45283770	11	12.0	85.2727	PAN027Pat_NPC
chr9	45283770	45284770	17	11.5	89.4824	PAN027Pat_NPC
chr9	45284770	45285770	12	10.0	92.2333	PAN027Pat_NPC
chr9	45285770	45286770	11	8.3	95.0273	PAN027Pat_NPC
chr9	45286770	45287770	15	8.9	89.2800	PAN027Pat_NPC
chr9	45287770	45288770	11	9.5	89.2545	PAN027Pat_NPC
chr9	45288770	45289770	11	11.1	90.0455	PAN027Pat_NPC
chr9	45289770	45290770	14	11.8	93.1286	PAN027Pat_NPC
chr9	45290770	45291770	16	12.8	88.7875	PAN027Pat_NPC
chr9	45291770	45292770	11	14.6	89.7091	PAN027Pat_NPC
chr9	45292770	45293770	13	15.0	93.5769	PAN027Pat_NPC
chr9	45293770	45294770	12	15.0	92.1833	PAN027Pat_NPC
chr9	45294770	45295770	15	15.0	88.4200	PAN027Pat_NPC
chr9	45295770	45296770	10	15.0	91.8900	PAN027Pat_NPC
chr9	45296770	45297770	12	14.5	90.5750	PAN027Pat_NPC
chr9	45297770	45298770	15	16.7	93.8533	PAN027Pat_NPC
chr9	45298770	45299770	13	17.0	84.5154	PAN027Pat_NPC
chr9	45299770	45300770	14	18.6	90.4714	PAN027Pat_NPC
chr9	45300770	45301770	12	19.0	94.2833	PAN027Pat_NPC
chr9	45301770	45302770	13	18.5	92.7769	PAN027Pat_NPC
chr9	45302770	45303770	12	18.8	88.0333	PAN027Pat_NPC
chr9	45303770	45304770	12	17.2	94.1750	PAN027Pat_NPC
chr9	45304770	45305770	15	16.0	91.7267	PAN027Pat_NPC
chr9	45305770	45306770	11	17.0	90.3909	PAN027Pat_NPC
chr9	45306770	45307770	12	18.8	82.9667	PAN027Pat_NPC
